fabricas clientes rutas costo cantaristas tiempo  
1 4 8 16 4 64 
1 4 6 27 4 62 
1 4 6 38 4 62 
1 4 5 30 4 61 
1 4 5 29 4 62 
1 4 9 34 4 63 
1 4 8 24 4 61 
1 4 6 18 4 63 
1 4 10 13 4 62 
1 4 10 21 4 63 
1 4 6 29 4 62 
1 4 7 60 4 62 
1 4 10 19 4 62 
1 4 5 12 4 62 
1 4 7 36 4 62 
1 4 9 30 4 62 
1 4 8 12 4 63 
1 4 7 34 4 62 
1 4 8 25 4 63 
1 4 7 29 4 62 
1 4 8 7 4 61 
1 4 5 51 4 61 
1 4 6 28 4 61 
1 4 6 32 4 62 
1 4 7 53 4 62 
1 4 7 31 4 62 
1 5 11 49 5 75 
1 5 7 83 5 74 
1 5 9 51 5 72 
1 5 12 32 5 73 
1 5 14 47 5 78 
1 5 12 45 5 74 
1 5 8 52 5 72 
1 5 6 58 5 71 
1 5 15 24 5 74 
1 5 6 101 5 72 
1 5 6 47 5 72 
1 5 12 42 5 73 
1 5 15 21 5 74 
1 5 15 30 5 73 
1 5 13 57 5 73 
1 5 15 45 5 74 
1 5 15 21 5 74 
1 5 11 39 5 73 
1 5 9 85 5 73 
1 5 6 60 5 72 
1 5 12 12 5 73 
1 5 8 99 5 72 
1 5 10 27 5 73 
1 5 14 39 5 74 
1 5 10 75 5 72 
1 5 13 36 5 73 
1 5 11 43 5 73 
1 5 13 12 5 73 
1 5 6 57 5 71 
1 5 9 57 5 76 
1 5 15 42 5 74 
1 5 6 82 5 72 
1 5 12 28 5 73 
1 5 13 37 5 73 
1 5 13 14 5 73 
1 5 13 21 5 73 
1 5 11 36 5 73 
1 5 7 91 5 72 
1 5 11 41 5 73 
1 5 12 43 5 72 
1 5 9 72 5 73 
1 5 11 30 5 73 
1 5 8 57 5 72 
1 5 7 53 5 71 
1 5 10 30 5 73 
1 5 11 60 5 72 
1 5 14 38 5 72 
1 5 13 14 5 73 
1 5 14 32 5 73 
1 5 10 26 5 73 
1 5 10 56 5 73 
1 5 10 56 5 72 
1 5 13 34 5 73 
1 5 10 50 5 72 
1 5 12 34 5 107 
1 5 7 84 5 80 
1 5 13 45 5 74 
1 5 12 42 5 73 
1 5 14 29 5 73 
1 5 15 36 5 74 
1 5 14 24 5 74 
1 5 14 37 5 73 
1 5 6 82 5 71 
1 5 15 43 5 74 
1 5 6 86 5 71 
1 5 12 31 5 73 
1 5 12 60 5 72 
1 5 8 56 5 71 
1 5 9 89 5 133 
1 5 11 36 5 75 
1 5 12 57 5 73 
1 5 11 14 5 206 
1 5 14 36 5 77 
1 5 14 70 5 73 
1 5 8 54 5 72 
1 5 7 56 5 98 
1 5 13 59 5 75 
1 5 9 41 5 73 
1 5 6 76 5 72 
1 5 10 65 5 72 
1 5 14 32 5 72 
1 5 8 40 5 72 
1 5 9 43 5 73 
1 5 9 95 5 73 
1 5 11 71 5 73 
1 5 10 57 5 72 
1 5 9 41 5 72 
1 5 15 72 5 74 
1 5 6 86 5 71 
1 5 9 85 5 71 
1 5 6 81 5 72 
1 5 15 28 5 78 
1 5 15 48 5 73 
1 5 12 24 5 76 
1 5 8 75 5 73 
1 5 13 32 5 73 
1 5 9 85 5 71 
1 5 8 61 5 72 
1 5 13 47 5 72 
1 5 6 76 5 70 
2 4 11 53 4 88 
2 4 8 36 4 69 
2 4 12 33 4 69 
2 4 8 62 4 68 
2 4 13 29 4 70 
2 4 7 56 4 68 
2 4 10 52 4 69 
2 4 13 34 4 70 
2 4 11 24 4 69 
2 4 13 45 4 69 
2 4 15 14 4 69 
2 4 14 19 4 69 
2 4 9 41 4 69 
2 4 7 70 4 68 
2 4 10 44 4 69 
2 4 10 49 4 68 
2 4 7 61 4 68 
2 4 6 74 4 68 
2 4 10 54 4 69 
2 4 13 25 4 70 
2 4 6 21 4 67 
2 4 13 39 4 70 
2 4 10 34 4 68 
2 4 11 31 4 69 
2 4 8 66 4 98 
2 4 10 39 4 98 
2 4 14 26 4 109 
2 4 11 46 4 72 
2 4 8 58 4 69 
2 4 13 10 4 69 
2 4 6 74 4 67 
2 4 6 83 4 67 
2 4 7 51 4 67 
2 4 7 71 4 68 
2 4 15 22 4 70 
2 4 12 28 4 69 
2 4 8 94 4 69 
2 4 9 9 4 69 
2 4 14 46 4 69 
2 4 7 44 4 68 
2 4 14 42 4 69 
2 4 10 64 4 67 
2 4 9 47 4 68 
2 4 14 26 4 69 
2 4 12 31 4 71 
2 4 14 25 4 68 
2 4 10 36 4 68 
2 4 15 28 4 70 
2 4 8 48 4 68 
2 4 14 5 4 69 
2 4 12 37 4 68 
2 4 11 47 4 97 
2 4 6 74 4 204 
2 4 6 60 4 143 
2 4 12 46 4 71 
2 4 15 8 4 70 
2 4 10 21 4 69 
2 4 7 27 4 69 
2 4 14 7 4 70 
2 4 15 19 4 70 
2 4 10 10 4 69 
2 4 12 25 4 70 
2 4 8 39 4 68 
2 4 14 33 4 70 
2 4 7 43 4 68 
2 4 9 38 4 68 
2 4 6 66 4 68 
2 4 7 60 4 67 
2 4 5 22 4 68 
2 4 11 41 4 69 
2 4 15 7 4 69 
2 4 13 22 4 69 
2 4 14 34 4 70 
2 4 13 21 4 68 
2 4 14 19 4 72 
2 4 10 53 4 69 
2 4 9 66 4 68 
2 4 13 30 4 69 
2 4 9 39 4 69 
2 4 15 32 4 69 
2 4 7 66 4 68 
2 4 13 30 4 69 
2 4 8 39 4 68 
2 4 10 57 4 69 
2 4 9 19 4 67 
2 4 7 52 4 68 
2 4 14 51 4 69 
2 4 10 8 4 68 
2 4 11 26 4 69 
2 4 5 93 4 67 
2 4 10 34 4 69 
2 4 14 30 4 69 
2 4 8 54 4 68 
2 4 7 39 4 69 
2 4 12 14 4 69 
2 4 9 29 4 69 
2 4 14 28 4 69 
2 4 5 56 4 67 
2 4 6 56 4 69 
2 4 13 34 4 69 
1 6 15 84 6 104 
1 6 7 200 6 86 
1 6 8 94 6 82 
1 6 21 30 6 86 
1 6 19 78 6 85 
1 6 16 43 6 84 
1 6 14 69 6 84 
1 6 17 57 6 85 
1 6 11 71 6 82 
1 6 15 52 6 84 
1 6 7 118 6 82 
1 6 19 63 6 85 
1 6 8 212 6 81 
1 6 15 68 6 84 
1 6 12 86 6 83 
1 6 13 112 6 82 
1 6 13 82 6 84 
1 6 7 232 6 81 
1 6 8 77 6 81 
1 6 13 53 6 84 
1 6 7 164 6 82 
1 6 19 60 6 84 
1 6 21 39 6 107 
1 6 9 140 6 83 
1 6 13 89 6 84 
1 6 19 43 6 85 
1 6 7 120 6 82 
1 6 15 93 6 85 
1 6 18 40 6 85 
1 6 14 56 6 84 
1 6 21 37 6 85 
1 6 15 44 6 84 
1 6 10 158 6 81 
1 6 14 89 6 85 
1 6 16 89 6 84 
1 6 19 51 6 85 
1 6 14 48 6 84 
1 6 15 68 6 84 
1 6 18 38 6 85 
1 6 14 32 6 84 
1 6 17 55 6 85 
1 6 8 115 6 83 
1 6 8 106 6 82 
1 6 20 33 6 118 
1 6 11 111 6 292 
1 6 14 75 6 88 
1 6 12 80 6 83 
1 6 21 35 6 86 
1 6 12 72 6 82 
1 6 12 78 6 83 
1 6 19 77 6 85 
1 6 19 56 6 85 
1 6 10 76 6 83 
1 6 11 41 6 84 
1 6 10 154 6 83 
1 6 9 105 6 83 
1 6 11 20 6 84 
1 6 8 138 6 81 
1 6 8 101 6 81 
1 6 17 79 6 84 
1 6 14 76 6 83 
1 6 16 81 6 84 
1 6 15 106 6 84 
1 6 20 68 6 87 
1 6 15 55 6 84 
1 6 21 50 6 86 
1 6 17 62 6 85 
1 6 16 56 6 84 
1 6 21 65 6 86 
1 6 8 77 6 82 
1 6 10 81 6 83 
1 6 11 84 6 83 
1 6 8 158 6 81 
1 6 17 72 6 83 
1 6 7 105 6 81 
1 6 12 78 6 84 
1 6 16 57 6 85 
1 6 7 93 6 81 
1 6 10 115 6 83 
1 6 8 186 6 82 
1 6 8 55 6 82 
1 6 16 80 6 86 
1 6 8 132 6 82 
1 6 17 89 6 85 
1 6 9 81 6 83 
1 6 16 88 6 88 
1 6 11 63 6 83 
1 6 14 47 6 84 
1 6 16 63 6 84 
1 6 18 47 6 85 
1 6 12 103 6 84 
1 6 9 115 6 83 
1 6 13 97 6 82 
1 6 18 62 6 85 
1 6 18 49 6 85 
1 6 18 54 6 85 
1 6 12 85 6 84 
1 6 16 54 6 84 
1 6 12 100 6 84 
1 6 13 77 6 82 
2 5 11 51 5 79 
2 5 19 28 5 81 
2 5 12 46 5 79 
2 5 10 57 5 79 
2 5 21 20 5 81 
2 5 15 23 5 80 
2 5 6 106 5 92 
2 5 9 105 5 79 
2 5 6 114 5 77 
2 5 17 39 5 81 
2 5 18 91 5 81 
2 5 10 50 5 78 
2 5 14 46 5 78 
2 5 20 26 5 82 
2 5 15 73 5 80 
2 5 17 27 5 80 
2 5 6 115 5 78 
2 5 19 24 5 81 
2 5 10 28 5 78 
2 5 14 91 5 81 
2 5 18 52 5 81 
2 5 21 57 5 81 
2 5 21 23 5 83 
2 5 15 54 5 80 
2 5 11 50 5 79 
2 5 14 63 5 80 
2 5 7 134 5 78 
2 5 18 18 5 81 
2 5 15 51 5 125 
2 5 9 130 5 319 
2 5 11 60 5 80 
2 5 15 40 5 80 
2 5 20 19 5 81 
2 5 19 23 5 81 
2 5 8 62 5 79 
2 5 11 103 5 79 
2 5 17 34 5 80 
2 5 18 31 5 80 
2 5 21 19 5 82 
2 5 19 68 5 81 
2 5 8 120 5 78 
2 5 12 65 5 80 
2 5 13 71 5 80 
2 5 7 102 5 78 
2 5 15 52 5 81 
2 5 18 52 5 81 
2 5 12 92 5 79 
2 5 20 54 5 84 
2 5 10 60 5 79 
2 5 21 42 5 81 
2 5 10 52 5 79 
2 5 6 52 5 78 
2 5 19 43 5 81 
2 5 11 54 5 79 
2 5 14 62 5 79 
2 5 8 111 5 79 
2 5 9 66 5 79 
2 5 15 103 5 80 
2 5 10 68 5 79 
2 5 17 68 5 81 
2 5 16 58 5 80 
2 5 21 33 5 82 
2 5 20 76 5 83 
2 5 8 72 5 79 
2 5 15 50 5 80 
2 5 15 56 5 79 
2 5 20 30 5 81 
2 5 8 148 5 79 
2 5 9 52 5 78 
2 5 20 43 5 83 
2 5 13 69 5 80 
2 5 12 41 5 80 
2 5 19 38 5 81 
2 5 16 63 5 80 
2 5 13 56 5 80 
2 5 17 30 5 80 
2 5 7 72 5 77 
2 5 14 38 5 80 
2 5 21 55 5 81 
2 5 6 119 5 77 
2 5 16 70 5 80 
2 5 18 67 5 80 
2 5 9 107 5 79 
2 5 11 115 5 77 
2 5 19 55 5 81 
2 5 20 33 5 81 
2 5 18 39 5 82 
2 5 21 73 5 81 
2 5 12 76 5 79 
2 5 8 86 5 78 
2 5 13 66 5 95 
2 5 20 51 5 80 
2 5 9 89 5 79 
2 5 7 108 5 78 
2 5 8 88 5 77 
2 5 8 94 5 78 
2 5 10 75 5 79 
2 5 18 58 5 81 
2 5 20 56 5 80 
2 5 7 105 5 78 
1 7 17 88 7 96 
1 7 25 127 7 101 
1 7 22 99 7 99 
1 7 25 34 7 98 
1 7 20 116 7 96 
1 7 25 45 7 97 
1 7 12 93 7 95 
1 7 9 119 7 94 
1 7 22 100 7 96 
1 7 21 63 7 97 
1 7 17 125 7 98 
1 7 17 117 7 95 
1 7 17 75 7 96 
1 7 9 240 7 92 
1 7 24 41 7 97 
1 7 13 105 7 95 
1 7 11 214 7 94 
1 7 24 126 7 97 
1 7 12 116 7 94 
1 7 12 115 7 94 
1 7 12 135 7 94 
1 7 28 79 7 97 
1 7 9 178 7 93 
1 7 26 59 7 98 
1 7 16 159 7 94 
1 7 25 30 7 97 
1 7 14 74 7 95 
1 7 26 108 7 96 
1 7 9 211 7 94 
1 7 25 82 7 98 
1 7 14 204 7 93 
1 7 16 126 7 94 
1 7 15 105 7 93 
1 7 14 46 7 94 
1 7 17 93 7 99 
1 7 24 79 7 97 
1 7 27 80 7 133 
1 7 19 107 7 96 
1 7 25 45 7 97 
1 7 26 77 7 97 
1 7 21 145 7 96 
1 7 25 38 7 97 
1 7 21 154 7 94 
1 7 28 79 7 97 
1 7 28 57 7 96 
1 7 22 69 7 100 
1 7 16 85 7 96 
1 7 12 201 7 93 
1 7 12 130 7 93 
1 7 18 67 7 96 
1 7 20 56 7 94 
1 7 26 37 7 97 
1 7 12 111 7 94 
1 7 26 63 7 97 
1 7 14 88 7 95 
1 7 28 51 7 97 
1 7 18 136 7 94 
1 7 21 55 7 97 
1 7 10 169 7 93 
1 7 13 139 7 93 
1 7 11 122 7 94 
1 7 28 42 7 98 
1 7 25 92 7 98 
1 7 19 43 7 99 
1 7 28 37 7 96 
1 7 25 95 7 97 
1 7 11 188 7 94 
1 7 28 24 7 98 
1 7 25 61 7 95 
1 7 17 82 7 96 
1 7 24 46 7 97 
1 7 14 119 7 118 
1 7 23 66 7 98 
1 7 23 135 7 95 
1 7 10 164 7 92 
1 7 17 94 7 95 
1 7 19 109 7 95 
1 7 16 131 7 94 
1 7 24 68 7 96 
1 7 16 157 7 95 
1 7 19 69 7 112 
1 7 21 83 7 97 
1 7 11 197 7 93 
1 7 18 78 7 95 
1 7 13 102 7 94 
1 7 28 96 7 97 
1 7 17 125 7 94 
1 7 23 76 7 96 
1 7 24 63 7 97 
1 7 22 73 7 97 
1 7 10 142 7 93 
1 7 21 139 7 98 
1 7 28 31 7 98 
1 7 22 130 7 97 
1 7 15 97 7 95 
1 7 21 43 7 95 
1 7 24 58 7 97 
1 7 24 61 7 97 
1 7 17 125 7 98 
1 7 23 66 7 97 
2 6 19 86 6 91 
2 6 17 84 6 90 
2 6 10 184 6 89 
2 6 17 121 6 91 
2 6 11 133 6 89 
2 6 7 166 6 89 
2 6 8 205 6 89 
2 6 10 126 6 89 
2 6 13 87 6 91 
2 6 20 75 6 92 
2 6 9 160 6 88 
2 6 27 46 6 93 
2 6 11 169 6 89 
2 6 11 85 6 89 
2 6 9 134 6 89 
2 6 20 25 6 92 
2 6 14 85 6 90 
2 6 11 168 6 89 
2 6 18 106 6 118 
2 6 16 81 6 92 
2 6 24 92 6 92 
2 6 18 44 6 91 
2 6 9 149 6 89 
2 6 14 148 6 89 
2 6 28 22 6 93 
2 6 9 104 6 91 
2 6 7 177 6 89 
2 6 23 28 6 92 
2 6 21 50 6 92 
2 6 14 165 6 90 
2 6 21 77 6 92 
2 6 23 103 6 92 
2 6 9 126 6 89 
2 6 15 63 6 91 
2 6 14 89 6 91 
2 6 7 158 6 88 
2 6 17 87 6 89 
2 6 18 128 6 107 
2 6 21 76 6 93 
2 6 25 65 6 92 
2 6 16 119 6 90 
2 6 25 89 6 93 
2 6 19 55 6 92 
2 6 27 77 6 93 
2 6 16 75 6 91 
2 6 17 87 6 91 
2 6 27 74 6 93 
2 6 27 67 6 94 
2 6 12 208 6 89 
2 6 21 52 6 91 
2 6 12 130 6 90 
2 6 7 230 6 88 
2 6 16 65 6 90 
2 6 26 85 6 136 
2 6 16 165 6 157 
2 6 12 112 6 151 
2 6 27 61 6 276 
2 6 16 85 6 94 
2 6 15 148 6 90 
2 6 17 96 6 91 
2 6 16 76 6 91 
2 6 14 104 6 91 
2 6 12 206 6 90 
2 6 7 263 6 87 
2 6 20 80 6 92 
2 6 8 164 6 89 
2 6 17 61 6 91 
2 6 18 100 6 91 
2 6 14 89 6 90 
2 6 26 42 6 93 
2 6 10 99 6 89 
2 6 25 46 6 92 
2 6 13 94 6 93 
2 6 13 71 6 89 
2 6 11 97 6 90 
2 6 22 99 6 91 
2 6 26 47 6 93 
2 6 16 69 6 91 
2 6 7 113 6 89 
2 6 18 107 6 91 
2 6 14 51 6 90 
2 6 15 60 6 91 
2 6 9 154 6 88 
2 6 10 176 6 89 
2 6 20 94 6 92 
2 6 14 121 6 88 
2 6 26 104 6 93 
2 6 21 91 6 91 
2 6 14 134 6 91 
2 6 20 68 6 92 
2 6 28 20 6 93 
2 6 27 43 6 96 
2 6 7 132 6 89 
2 6 28 23 6 93 
2 6 13 123 6 90 
2 6 8 192 6 88 
2 6 24 78 6 92 
2 6 28 52 6 93 
2 6 10 175 6 90 
2 6 7 172 6 88 
3 5 27 53 5 89 
3 5 7 244 5 85 
3 5 28 36 5 89 
3 5 28 77 5 89 
3 5 27 52 5 88 
3 5 26 32 5 88 
3 5 18 89 5 86 
3 5 9 105 5 85 
3 5 23 77 5 88 
3 5 21 53 5 90 
3 5 14 115 5 87 
3 5 20 105 5 88 
3 5 14 67 5 86 
3 5 10 141 5 84 
3 5 25 62 5 89 
3 5 23 32 5 87 
3 5 23 85 5 88 
3 5 22 29 5 88 
3 5 26 82 5 89 
3 5 26 14 5 88 
3 5 9 153 5 85 
3 5 25 11 5 90 
3 5 16 47 5 88 
3 5 13 141 5 86 
3 5 20 75 5 87 
3 5 15 70 5 86 
3 5 18 79 5 87 
3 5 27 43 5 89 
3 5 7 189 5 115 
3 5 11 138 5 89 
3 5 6 153 5 292 
3 5 18 44 5 92 
3 5 28 32 5 89 
3 5 11 155 5 86 
3 5 8 41 5 85 
3 5 11 54 5 86 
3 5 19 62 5 88 
3 5 6 156 5 84 
3 5 25 59 5 89 
3 5 9 207 5 85 
3 5 24 31 5 89 
3 5 28 32 5 88 
3 5 26 16 5 89 
3 5 17 149 5 87 
3 5 25 34 5 111 
3 5 23 34 5 89 
3 5 8 131 5 85 
3 5 6 175 5 85 
3 5 23 52 5 89 
3 5 18 76 5 87 
3 5 23 67 5 88 
3 5 24 49 5 88 
3 5 27 20 5 88 
3 5 7 123 5 85 
3 5 19 85 5 89 
3 5 12 64 5 85 
3 5 12 47 5 86 
3 5 17 87 5 87 
3 5 10 136 5 86 
3 5 26 36 5 88 
3 5 9 145 5 85 
3 5 9 181 5 85 
3 5 13 127 5 86 
3 5 22 57 5 88 
3 5 19 95 5 91 
3 5 16 71 5 87 
3 5 28 54 5 89 
3 5 8 123 5 85 
3 5 9 39 5 84 
3 5 19 39 5 87 
3 5 6 144 5 83 
3 5 11 136 5 86 
3 5 24 39 5 89 
3 5 13 100 5 86 
3 5 14 48 5 87 
3 5 14 78 5 86 
3 5 26 17 5 89 
3 5 16 120 5 87 
3 5 26 59 5 89 
3 5 20 54 5 88 
3 5 18 62 5 87 
3 5 26 20 5 89 
3 5 21 70 5 87 
3 5 25 38 5 93 
3 5 25 74 5 88 
3 5 8 117 5 86 
3 5 10 112 5 85 
3 5 20 56 5 89 
3 5 16 78 5 87 
3 5 6 217 5 84 
3 5 8 133 5 85 
3 5 10 191 5 86 
3 5 24 28 5 88 
3 5 17 65 5 86 
3 5 21 67 5 88 
3 5 18 46 5 87 
3 5 9 170 5 85 
3 5 27 34 5 88 
3 5 20 52 5 87 
3 5 23 77 5 88 
1 8 23 158 8 110 
1 8 31 123 8 112 
1 8 20 104 8 202 
1 8 23 77 8 183 
1 8 23 138 8 108 
1 8 12 294 8 103 
1 8 15 276 8 104 
1 8 31 91 8 110 
1 8 32 90 8 109 
1 8 29 128 8 109 
1 8 30 118 8 109 
1 8 13 130 8 104 
1 8 36 131 8 110 
1 8 25 238 8 107 
1 8 17 230 8 104 
1 8 12 178 8 105 
1 8 26 137 8 111 
1 8 22 149 8 106 
1 8 12 115 8 103 
1 8 14 151 8 105 
1 8 26 161 8 108 
1 8 36 63 8 110 
1 8 9 293 8 102 
1 8 9 316 8 103 
1 8 29 196 8 109 
1 8 21 114 8 105 
1 8 18 261 8 106 
1 8 11 272 8 105 
1 8 30 132 8 107 
1 8 33 114 8 109 
1 8 13 136 8 104 
1 8 16 193 8 106 
1 8 9 205 8 124 
1 8 31 111 8 111 
1 8 12 254 8 103 
1 8 34 66 8 110 
1 8 21 124 8 106 
1 8 10 173 8 101 
1 8 21 103 8 107 
1 8 17 198 8 106 
1 8 10 386 8 104 
1 8 35 99 8 110 
1 8 36 47 8 112 
1 8 12 198 8 103 
1 8 12 168 8 105 
1 8 23 157 8 107 
1 8 35 98 8 109 
1 8 10 253 8 102 
1 8 33 111 8 125 
1 8 20 134 8 107 
1 8 27 102 8 108 
1 8 22 177 8 106 
1 8 13 228 8 103 
1 8 33 121 8 109 
1 8 16 174 8 105 
1 8 10 246 8 104 
1 8 35 57 8 110 
1 8 11 287 8 104 
1 8 18 188 8 105 
1 8 16 164 8 106 
1 8 10 249 8 103 
1 8 33 88 8 108 
1 8 17 164 8 106 
1 8 23 175 8 106 
1 8 17 140 8 106 
1 8 24 110 8 321 
1 8 22 141 8 111 
1 8 17 151 8 106 
1 8 15 185 8 106 
1 8 11 285 8 104 
1 8 26 119 8 108 
1 8 16 205 8 108 
1 8 28 79 8 109 
1 8 21 145 8 106 
1 8 24 126 8 108 
1 8 9 302 8 104 
1 8 16 171 8 105 
1 8 16 180 8 106 
1 8 35 52 8 110 
1 8 9 138 8 127 
1 8 34 106 8 111 
1 8 22 209 8 108 
1 8 15 202 8 106 
1 8 13 244 8 104 
1 8 25 149 8 108 
1 8 32 98 8 109 
1 8 32 103 8 109 
1 8 32 92 8 109 
1 8 23 157 8 108 
1 8 19 128 8 107 
1 8 14 227 8 105 
1 8 29 71 8 109 
1 8 29 95 8 108 
1 8 14 258 8 106 
1 8 29 119 8 107 
1 8 24 119 8 111 
1 8 22 215 8 109 
1 8 34 46 8 110 
1 8 35 85 8 110 
1 8 36 107 8 110 
2 7 34 76 7 105 
2 7 13 118 7 101 
2 7 27 63 7 105 
2 7 20 195 7 103 
2 7 18 159 7 102 
2 7 18 147 7 102 
2 7 34 81 7 105 
2 7 31 86 7 104 
2 7 12 242 7 100 
2 7 24 59 7 103 
2 7 13 174 7 105 
2 7 25 107 7 102 
2 7 27 133 7 105 
2 7 8 387 7 100 
2 7 8 273 7 99 
2 7 30 61 7 105 
2 7 12 277 7 99 
2 7 13 153 7 99 
2 7 13 231 7 101 
2 7 36 84 7 106 
2 7 14 306 7 101 
2 7 8 163 7 98 
2 7 8 263 7 99 
2 7 15 138 7 111 
2 7 20 240 7 102 
2 7 34 101 7 104 
2 7 30 43 7 138 
2 7 33 122 7 248 
2 7 23 123 7 294 
2 7 35 39 7 110 
2 7 14 215 7 101 
2 7 13 274 7 101 
2 7 20 117 7 103 
2 7 9 283 7 101 
2 7 30 89 7 105 
2 7 8 279 7 100 
2 7 9 162 7 99 
2 7 8 294 7 100 
2 7 25 118 7 104 
2 7 20 68 7 103 
2 7 32 86 7 106 
2 7 36 72 7 129 
2 7 26 123 7 105 
2 7 26 96 7 104 
2 7 9 137 7 99 
2 7 21 79 7 103 
2 7 32 190 7 105 
2 7 21 165 7 103 
2 7 19 85 7 102 
2 7 18 121 7 104 
2 7 13 133 7 101 
2 7 9 270 7 100 
2 7 25 124 7 104 
2 7 19 117 7 102 
2 7 21 137 7 102 
2 7 31 83 7 105 
2 7 17 79 7 102 
2 7 22 132 7 102 
2 7 10 187 7 101 
2 7 16 103 7 101 
2 7 30 112 7 105 
2 7 20 162 7 102 
2 7 30 54 7 104 
2 7 30 22 7 104 
2 7 30 133 7 103 
2 7 17 189 7 101 
2 7 32 51 7 104 
2 7 36 32 7 105 
2 7 23 133 7 103 
2 7 26 62 7 104 
2 7 26 82 7 104 
2 7 19 108 7 102 
2 7 17 105 7 102 
