fabricas clientes rutas costo cantaristas tiempo 
4 5 34 51 5 97 
4 5 10 200 5 92 
4 5 22 74 5 95 
4 5 31 28 5 99 
4 5 23 125 5 96 
4 5 12 143 5 94 
1 6 12 87 6 84 
1 6 20 31 6 87 
1 6 14 60 6 84 
1 6 20 81 6 84 
1 6 21 33 6 86 
1 6 19 48 6 85 
1 6 13 141 6 83 
1 6 19 23 6 85 
1 6 16 94 6 84 
1 6 7 169 6 82 
2 6 18 49 6 93 
2 6 24 25 6 94 
2 6 17 65 6 91 
2 6 9 117 6 92 
2 6 11 121 6 90 
2 6 21 68 6 95 
2 6 21 82 6 108 
2 6 22 94 6 95 
2 6 11 124 6 91 
2 6 18 67 6 95 
3 6 9 51 6 97 
3 6 13 117 6 99 
3 6 10 122 6 97 
3 6 15 140 6 96 
3 6 32 79 6 100 
3 6 19 142 6 98 
3 6 27 138 6 100 
3 6 11 224 6 94 
3 6 8 267 6 95 
3 6 11 188 6 95 
4 6 25 45 6 107 
4 6 21 158 6 109 
4 6 18 205 6 105 
4 6 45 25 6 110 
4 6 34 92 6 111 
4 6 16 254 6 105 
4 6 14 211 6 104 
4 6 23 98 6 105 
4 6 27 123 6 107 
4 6 28 79 6 107 
5 6 33 85 6 119 
5 6 36 72 6 120 
5 6 33 62 6 116 
5 6 30 134 6 117 
5 6 39 96 6 120 
5 6 19 273 6 114 
5 6 35 62 6 118 
5 6 28 133 6 132 
5 6 15 227 6 113 
5 6 8 351 6 111 
1 7 20 42 7 99 
1 7 26 81 7 98 
1 7 19 32 7 97 
1 7 18 94 7 96 
1 7 23 95 7 97 
1 7 21 51 7 95 
1 7 23 85 7 97 
1 7 27 61 7 100 
1 7 28 35 7 98 
1 7 10 90 7 94 
2 7 20 169 7 114 
2 7 30 54 7 108 
2 7 25 115 7 104 
2 7 23 206 7 103 
2 7 33 75 7 106 
2 7 27 110 7 103 
2 7 17 307 7 102 
2 7 35 53 7 157 
2 7 10 326 7 105 
2 7 12 235 7 102 
3 7 27 207 7 114 
3 7 20 169 7 108 
3 7 16 213 7 109 
3 7 16 230 7 109 
3 7 28 116 7 112 
3 7 45 87 7 115 
3 7 9 542 7 107 
3 7 39 93 7 114 
3 7 27 61 7 117 
3 7 28 99 7 112 
4 7 19 404 7 120 
4 7 41 146 7 126 
4 7 27 114 7 120 
4 7 45 91 7 124 
4 7 24 322 7 120 
4 7 51 62 7 125 
4 7 31 93 7 121 
4 7 8 476 7 116 
4 7 38 197 7 123 
4 7 10 591 7 117 
5 7 15 414 7 125 
5 7 19 232 7 141 
5 7 64 209 7 135 
5 7 66 88 7 136 
5 7 15 491 7 124 
5 7 64 71 7 134 
5 7 63 75 7 134 
5 7 55 65 7 133 
5 7 52 93 7 131 
5 7 13 211 7 124 
6 7 70 154 7 143 
6 7 31 168 7 139 
6 7 67 246 7 141 
6 7 74 77 7 142 
6 7 62 204 7 138 
6 7 49 118 7 140 
6 7 67 179 7 140 
6 7 29 142 7 133 
6 7 13 623 7 130 
6 7 39 126 7 134 
1 8 35 61 8 132 
1 8 18 274 8 107 
1 8 32 85 8 109 
1 8 21 136 8 107 
1 8 25 169 8 106 
1 8 26 65 8 108 
1 8 24 126 8 108 
1 8 26 121 8 109 
1 8 18 183 8 107 
1 8 29 79 8 109 
2 8 18 250 8 114 
2 8 26 188 8 115 
2 8 19 231 8 115 
2 8 41 109 8 154 
2 8 31 103 8 120 
2 8 43 118 8 125 
2 8 30 147 8 115 
2 8 39 106 8 118 
2 8 39 59 8 118 
2 8 23 172 8 115 
3 8 41 127 8 130 
3 8 25 110 8 125 
3 8 12 373 8 121 
3 8 10 607 8 121 
3 8 17 290 8 122 
3 8 55 105 8 130 
3 8 35 113 8 126 
3 8 53 88 8 135 
3 8 51 120 8 130 
3 8 34 132 8 127 
4 8 20 303 8 132 
4 8 66 158 8 149 
4 8 56 170 8 143 
4 8 55 105 8 137 
4 8 64 99 8 140 
4 8 43 152 8 134 
4 8 61 61 8 140 
4 8 64 88 8 139 
4 8 39 243 8 133 
4 8 32 99 8 133 
5 8 32 378 8 141 
5 8 12 444 8 137 
5 8 75 111 8 150 
5 8 11 821 8 134 
5 8 39 195 8 140 
5 8 45 180 8 142 
5 8 49 116 8 155 
5 8 19 370 8 136 
5 8 46 205 8 141 
5 8 56 127 8 204 
6 8 45 170 8 153 
6 8 14 733 8 144 
6 8 81 97 8 156 
6 8 44 194 8 151 
6 8 91 74 8 158 
6 8 56 142 8 155 
6 8 74 217 8 155 
6 8 29 448 8 145 
6 8 72 238 8 153 
6 8 45 260 8 149 
7 8 62 128 8 166 
7 8 76 313 8 171 
7 8 79 126 8 180 
7 8 26 635 8 157 
7 8 57 168 8 163 
7 8 23 445 8 157 
7 8 78 289 8 166 
7 8 46 381 8 162 
7 8 92 191 8 169 
7 8 9 1312 8 150 
1 9 45 147 9 126 
1 9 30 94 9 124 
1 9 43 51 9 125 
1 9 18 306 9 117 
1 9 11 413 9 114 
1 9 18 178 9 116 
1 9 32 125 9 122 
1 9 16 361 9 115 
1 9 38 100 9 121 
1 9 15 185 9 115 
2 9 21 253 9 129 
2 9 53 118 9 138 
2 9 53 100 9 135 
2 9 23 272 9 128 
2 9 30 192 9 130 
2 9 21 297 9 130 
2 9 14 329 9 123 
2 9 48 132 9 133 
2 9 50 158 9 132 
2 9 41 215 9 133 
3 9 22 264 9 136 
3 9 30 248 9 137 
3 9 62 101 9 144 
3 9 10 771 9 131 
3 9 33 207 9 137 
3 9 52 133 9 141 
3 9 25 394 9 156 
3 9 42 125 9 139 
3 9 28 335 9 136 
3 9 53 119 9 142 
4 9 74 116 9 154 
4 9 51 170 9 152 
4 9 17 557 9 143 
4 9 24 400 9 142 
4 9 38 191 9 144 
4 9 66 162 9 150 
4 9 20 388 9 158 
4 9 45 341 9 147 
4 9 22 307 9 140 
4 9 49 192 9 147 
5 9 62 201 9 158 
5 9 57 232 9 157 
5 9 73 135 9 160 
5 9 37 122 9 156 
5 9 29 486 9 151 
5 9 14 785 9 146 
5 9 54 282 9 161 
5 9 13 702 9 147 
5 9 23 502 9 149 
5 9 31 284 9 150 
6 9 29 654 9 163 
6 9 45 512 9 165 
6 9 44 455 9 165 
6 9 35 520 9 163 
6 9 43 385 9 164 
6 9 21 657 9 159 
6 9 17 889 9 161 
6 9 26 510 9 163 
6 9 78 74 9 174 
6 9 64 151 9 170 
7 9 90 173 9 180 
7 9 70 255 9 179 
7 9 84 410 9 181 
7 9 62 507 9 180 
7 9 115 144 9 187 
7 9 95 192 9 181 
7 9 43 484 9 169 
7 9 56 174 9 175 
7 9 39 529 9 169 
7 9 97 133 9 183 
8 9 56 201 9 184 
8 9 18 710 9 176 
8 9 133 167 9 197 
8 9 74 432 9 186 
8 9 126 218 9 195 
8 9 77 221 9 187 
8 9 37 954 9 180 
8 9 33 859 9 178 
8 9 35 651 9 178 
8 9 61 629 9 185 
1 10 41 210 10 138 
1 10 34 232 10 136 
1 10 39 255 10 137 
1 10 41 163 10 137 
1 10 32 193 10 135 
1 10 17 393 10 129 
1 10 18 224 10 146 
1 10 23 348 10 133 
1 10 47 164 10 139 
1 10 23 374 10 133 
2 10 36 158 10 144 
2 10 35 223 10 143 
2 10 17 537 10 138 
2 10 11 810 10 134 
2 10 47 145 10 148 
2 10 31 298 10 143 
2 10 28 199 10 141 
2 10 40 254 10 143 
2 10 17 556 10 152 
2 10 61 136 10 148 
3 10 60 138 10 156 
3 10 18 489 10 150 
3 10 77 145 10 158 
3 10 13 663 10 142 
3 10 25 528 10 146 
3 10 46 194 10 250 
3 10 18 743 10 336 
3 10 67 119 10 157 
3 10 52 194 10 156 
3 10 36 313 10 150 
4 10 26 574 10 156 
4 10 85 176 10 168 
4 10 16 779 10 152 
4 10 52 234 10 160 
4 10 83 200 10 166 
4 10 40 550 10 160 
4 10 82 282 10 165 
4 10 17 693 10 150 
4 10 54 277 10 163 
4 10 77 258 10 164 
5 10 45 437 10 173 
5 10 41 259 10 169 
5 10 41 350 10 171 
5 10 33 428 10 183 
5 10 41 263 10 169 
5 10 61 302 10 173 
5 10 25 494 10 165 
5 10 34 685 10 168 
5 10 75 217 10 179 
5 10 19 817 10 165 
6 10 74 261 10 184 
6 10 35 496 10 176 
6 10 73 312 10 187 
6 10 19 1076 10 171 
6 10 52 389 10 179 
6 10 93 255 10 189 
6 10 30 897 10 175 
6 10 39 364 10 177 
6 10 60 386 10 181 
6 10 74 327 10 234 
7 10 16 1099 10 782 
7 10 39 740 10 185 
7 10 82 210 10 191 
7 10 62 351 10 190 
7 10 38 711 10 182 
7 10 120 227 10 203 
7 10 124 137 10 200 
7 10 96 259 10 196 
7 10 12 1415 10 174 
7 10 82 334 10 194 
8 10 58 488 10 196 
8 10 28 346 10 188 
8 10 31 670 10 192 
8 10 31 342 10 190 
8 10 152 165 10 216 
8 10 62 433 10 196 
8 10 59 457 10 195 
8 10 51 581 10 195 
8 10 102 541 10 207 
8 10 98 190 10 207 
9 10 107 144 10 211 
9 10 74 664 10 206 
9 10 44 455 10 199 
9 10 101 323 10 213 
9 10 18 1446 10 554 
9 10 150 195 10 225 
9 10 79 451 10 208 
9 10 148 196 10 222 
9 10 152 246 10 224 
9 10 165 152 10 223 
1 11 35 371 11 150 
1 11 55 246 11 153 
1 11 14 606 11 141 
1 11 25 315 11 145 
1 11 27 270 11 144 
1 11 27 306 11 145 
1 11 35 334 11 148 
1 11 64 175 11 154 
1 11 58 129 11 153 
1 11 31 253 11 146 
2 11 53 242 11 161 
2 11 60 155 11 161 
2 11 57 361 11 160 
2 11 51 300 11 161 
2 11 64 193 11 165 
2 11 17 806 11 150 
2 11 18 893 11 151 
2 11 12 817 11 145 
2 11 65 180 11 162 
2 11 66 213 11 164 
3 11 15 1166 11 156 
3 11 30 582 11 163 
3 11 80 176 11 172 
3 11 61 269 11 167 
3 11 55 238 11 173 
3 11 70 128 11 173 
3 11 37 451 11 161 
3 11 90 165 11 171 
3 11 43 339 11 162 
3 11 45 303 11 165 
4 11 102 219 11 189 
4 11 48 285 11 177 
4 11 105 160 11 186 
4 11 75 315 11 182 
4 11 76 290 11 183 
4 11 12 1180 11 164 
4 11 95 236 11 188 
4 11 66 321 11 183 
4 11 45 457 11 176 
4 11 85 252 11 186 
5 11 20 1144 11 176 
5 11 96 186 11 192 
5 11 56 435 11 185 
5 11 63 333 11 188 
5 11 47 527 11 186 
5 11 71 357 11 189 
5 11 74 287 11 188 
5 11 102 333 11 193 
5 11 70 410 11 187 
5 11 12 1375 11 173 
6 11 116 264 11 207 
6 11 84 312 11 208 
6 11 85 578 11 197 
6 11 59 357 11 192 
6 11 35 489 11 187 
6 11 115 184 11 204 
6 11 81 565 11 199 
6 11 91 293 11 199 
6 11 25 1170 11 185 
6 11 112 324 11 204 
7 11 85 358 11 204 
7 11 150 164 11 232 
7 11 20 856 11 193 
7 11 49 577 11 199 
7 11 15 1971 11 189 
7 11 133 106 11 216 
7 11 53 489 11 200 
7 11 149 359 11 219 
7 11 101 235 11 211 
7 11 88 375 11 208 
8 11 117 527 11 219 
8 11 153 242 11 227 
8 11 128 472 11 238 
8 11 65 269 11 211 
8 11 32 1049 11 201 
8 11 170 385 11 231 
8 11 90 502 11 213 
8 11 22 1176 11 198 
8 11 100 498 11 217 
8 11 95 358 11 216 
9 11 82 443 11 220 
9 11 140 296 11 233 
9 11 80 535 11 223 
9 11 49 1317 11 227 
9 11 114 358 11 228 
9 11 112 252 11 227 
9 11 22 1960 11 204 
9 11 12 1846 11 204 
9 11 73 644 11 216 
9 11 56 630 11 215 
10 11 115 536 11 237 
10 11 133 465 11 238 
10 11 59 951 11 222 
10 11 35 1863 11 219 
10 11 109 296 11 234 
10 11 203 260 11 254 
10 11 201 203 11 247 
10 11 96 591 11 235 
10 11 29 2250 11 215 
10 11 161 227 11 247 
1 12 71 156 12 168 
1 12 19 829 12 154 
1 12 48 211 12 162 
1 12 58 233 12 163 
1 12 55 161 12 165 
1 12 24 773 12 155 
1 12 77 197 12 181 
1 12 28 552 12 156 
1 12 65 194 12 166 
1 12 68 132 12 165 
2 12 37 581 12 167 
2 12 42 564 12 169 
2 12 68 331 12 173 
2 12 64 205 12 171 
2 12 91 179 12 197 
2 12 37 380 12 168 
2 12 80 110 12 175 
2 12 17 776 12 159 
2 12 18 1016 12 159 
2 12 27 624 12 164 
3 12 79 252 12 188 
3 12 48 485 12 183 
3 12 13 863 12 171 
3 12 22 738 12 173 
3 12 24 616 12 174 
3 12 18 1173 12 172 
3 12 101 181 12 193 
3 12 15 1143 12 172 
3 12 45 539 12 180 
3 12 103 111 12 192 
4 12 21 1368 12 180 
4 12 57 313 12 191 
4 12 14 1512 12 177 
4 12 63 471 12 192 
4 12 40 390 12 186 
4 12 65 592 12 195 
4 12 85 257 12 474 
4 12 19 745 12 184 
4 12 78 277 12 197 
4 12 117 134 12 203 
5 12 86 214 12 204 
5 12 21 1383 12 190 
5 12 117 307 12 211 
5 12 122 230 12 226 
5 12 92 341 12 204 
5 12 68 785 12 201 
5 12 71 312 12 201 
5 12 53 533 12 198 
5 12 51 445 12 197 
5 12 62 513 12 200 
6 12 41 1041 12 205 
6 12 68 390 12 210 
6 12 110 387 12 216 
6 12 17 1761 12 193 
6 12 21 1613 12 193 
6 12 131 285 12 221 
6 12 89 314 12 276 
6 12 151 220 12 347 
6 12 110 329 12 215 
6 12 74 553 12 208 
7 12 85 426 12 222 
7 12 137 231 12 231 
7 12 130 388 12 225 
7 12 21 1906 12 204 
7 12 141 307 12 230 
7 12 70 613 12 220 
7 12 90 501 12 220 
7 12 158 213 12 240 
7 12 89 535 12 219 
7 12 75 428 12 220 
8 12 114 350 12 235 
8 12 100 461 12 231 
8 12 47 1413 12 219 
8 12 57 707 12 222 
8 12 115 303 12 234 
8 12 41 1799 12 217 
8 12 20 1537 12 353 
8 12 17 1912 12 212 
8 12 111 602 12 232 
8 12 175 200 12 244 
9 12 162 399 12 251 
9 12 100 753 12 241 
9 12 186 387 12 251 
9 12 84 899 12 235 
9 12 151 420 12 248 
9 12 126 383 12 245 
9 12 186 199 12 250 
9 12 183 283 12 255 
9 12 153 378 12 246 
9 12 99 314 12 238 
10 12 150 362 12 256 
10 12 127 419 12 252 
10 12 212 338 12 422 
10 12 189 450 12 450 
10 12 30 1686 12 471 
10 12 146 535 12 376 
10 12 41 1304 12 379 
10 12 158 287 12 377 
10 12 156 347 12 373 
10 12 91 574 12 399 
11 12 243 387 12 348 
11 12 145 647 12 525 
11 12 77 1087 12 252 
11 12 26 1714 12 235 
11 12 54 1053 12 244 
11 12 69 1239 12 247 
11 12 29 1938 12 234 
11 12 69 959 12 251 
11 12 252 357 12 283 
11 12 179 303 12 269 
1 13 49 270 13 177 
1 13 85 251 13 185 
1 13 59 323 13 177 
1 13 91 196 13 184 
1 13 25 556 13 167 
1 13 91 165 13 185 
1 13 55 305 13 177 
1 13 14 1390 13 161 
1 13 42 466 13 190 
1 13 46 453 13 174 
2 13 48 390 13 187 
2 13 58 617 13 187 
2 13 37 433 13 181 
2 13 76 257 13 190 
2 13 99 300 13 197 
2 13 22 602 13 179 
2 13 102 191 13 198 
2 13 41 344 13 184 
2 13 21 930 13 176 
2 13 19 1256 13 175 
3 13 21 1864 13 184 
3 13 59 362 13 196 
3 13 119 249 13 208 
3 13 48 376 13 213 
3 13 64 477 13 211 
3 13 22 1562 13 259 
3 13 78 346 13 202 
3 13 77 161 13 198 
3 13 52 449 13 193 
3 13 28 802 13 187 
4 13 115 284 13 217 
4 13 106 495 13 216 
4 13 113 346 13 214 
4 13 93 392 13 210 
4 13 73 381 13 207 
4 13 15 1758 13 189 
4 13 88 526 13 213 
4 13 72 499 13 208 
4 13 18 1600 13 192 
4 13 90 428 13 208 
5 13 131 322 13 228 
5 13 24 1786 13 201 
5 13 137 276 13 229 
5 13 68 630 13 213 
5 13 58 564 13 209 
5 13 44 839 13 206 
5 13 57 723 13 207 
5 13 18 1770 13 199 
5 13 70 852 13 211 
5 13 128 401 13 227 
6 13 25 1681 13 213 
6 13 169 323 13 239 
6 13 14 2560 13 207 
6 13 171 261 13 239 
6 13 163 146 13 242 
6 13 165 278 13 240 
6 13 157 180 13 236 
6 13 162 321 13 263 
6 13 117 608 13 229 
6 13 124 252 13 233 
7 13 165 309 13 248 
7 13 126 517 13 256 
7 13 160 157 13 245 
7 13 79 759 13 230 
7 13 138 282 13 241 
7 13 104 285 13 233 
7 13 61 692 13 229 
7 13 179 345 13 249 
7 13 128 612 13 241 
7 13 108 570 13 238 
8 13 155 513 13 256 
8 13 56 1505 13 388 
8 13 114 794 13 251 
8 13 85 670 13 240 
8 13 166 482 13 255 
8 13 149 237 13 253 
8 13 29 2166 13 226 
8 13 144 296 13 253 
8 13 171 325 13 256 
8 13 121 629 13 247 
9 13 19 3626 13 232 
9 13 117 415 13 252 
9 13 61 1123 13 242 
9 13 78 644 13 247 
9 13 77 787 13 245 
9 13 94 701 13 248 
9 13 160 354 13 262 
9 13 150 501 13 854 
9 13 139 405 13 261 
9 13 143 535 13 263 
10 13 154 606 13 272 
10 13 62 1355 13 250 
10 13 15 2992 13 237 
10 13 138 543 13 269 
10 13 177 454 13 277 
10 13 27 2341 13 244 
10 13 141 423 13 264 
10 13 91 896 13 258 
10 13 169 387 13 272 
10 13 213 411 13 283 
11 13 211 578 13 287 
11 13 107 791 13 270 
11 13 227 539 13 301 
11 13 241 404 13 292 
11 13 266 408 13 298 
11 13 256 233 13 297 
11 13 186 634 13 284 
11 13 222 459 13 290 
11 13 47 975 13 252 
11 13 102 782 13 267 
12 13 75 1752 13 289 
12 13 263 308 13 306 
12 13 195 688 13 294 
12 13 192 874 13 656 
12 13 18 4749 13 254 
12 13 116 1085 13 279 
12 13 166 428 13 308 
12 13 66 1479 13 268 
12 13 276 321 13 307 
12 13 52 1503 13 264 
1 14 97 355 14 200 
1 14 46 432 14 190 
1 14 60 381 14 192 
1 14 78 304 14 197 
1 14 75 418 14 195 
1 14 82 458 14 200 
1 14 41 503 14 189 
1 14 42 603 14 186 
1 14 70 231 14 205 
1 14 90 282 14 200 
2 14 61 442 14 202 
2 14 81 381 14 205 
2 14 28 1118 14 191 
2 14 76 577 14 203 
2 14 80 318 14 255 
2 14 87 363 14 214 
2 14 34 953 14 195 
2 14 90 423 14 206 
2 14 73 457 14 204 
2 14 21 1766 14 189 
3 14 43 1157 14 227 
3 14 105 385 14 219 
3 14 62 222 14 207 
3 14 73 478 14 210 
3 14 15 2195 14 196 
3 14 98 209 14 215 
3 14 110 299 14 239 
3 14 29 1124 14 202 
3 14 18 1463 14 195 
3 14 101 412 14 218 
4 14 18 1719 14 205 
4 14 123 327 14 228 
4 14 68 547 14 216 
4 14 111 256 14 229 
4 14 141 217 14 234 
4 14 75 510 14 219 
4 14 84 373 14 221 
4 14 126 196 14 229 
4 14 122 230 14 509 
4 14 86 372 14 229 
5 14 27 1621 14 215 
5 14 124 445 14 235 
5 14 158 410 14 245 
5 14 24 1261 14 216 
5 14 32 1245 14 216 
5 14 112 497 14 235 
5 14 171 234 14 243 
5 14 115 347 14 236 
5 14 169 219 14 245 
5 14 76 514 14 227 
6 14 32 1382 14 225 
6 14 164 416 14 255 
6 14 165 350 14 253 
6 14 61 966 14 231 
6 14 34 1598 14 224 
6 14 172 339 14 253 
6 14 136 386 14 330 
6 14 120 377 14 253 
6 14 26 2322 14 223 
6 14 52 1066 14 229 
7 14 204 282 14 270 
7 14 67 806 14 240 
7 14 131 804 14 252 
7 14 97 620 14 247 
7 14 82 844 14 246 
7 14 119 647 14 253 
7 14 40 1469 14 232 
7 14 100 704 14 247 
7 14 47 1728 14 235 
7 14 17 2189 14 224 
8 14 175 451 14 273 
8 14 97 931 14 258 
8 14 175 192 14 269 
8 14 194 724 14 655 
8 14 128 720 14 272 
8 14 212 349 14 275 
8 14 82 1076 14 273 
8 14 52 783 14 246 
8 14 59 1135 14 245 
8 14 200 287 14 275 
9 14 125 819 14 269 
9 14 121 689 14 269 
9 14 87 934 14 260 
9 14 90 1208 14 260 
9 14 138 416 14 270 
9 14 82 1117 14 263 
9 14 191 667 14 289 
9 14 205 410 14 284 
9 14 78 1176 14 261 
9 14 88 963 14 267 
10 14 248 721 14 300 
10 14 27 2772 14 252 
10 14 19 3072 14 280 
10 14 158 665 14 284 
10 14 197 530 14 290 
10 14 242 374 14 299 
10 14 158 516 14 280 
10 14 151 565 14 279 
10 14 48 1738 14 259 
10 14 148 824 14 282 
11 14 178 564 14 294 
11 14 189 560 14 302 
11 14 185 743 14 539 
11 14 276 381 14 327 
11 14 140 644 14 286 
11 14 46 1826 14 270 
11 14 149 605 14 288 
11 14 280 336 14 314 
11 14 116 1008 14 286 
11 14 111 685 14 286 
12 14 58 2273 14 277 
12 14 302 437 14 351 
12 14 212 507 14 313 
12 14 31 1616 14 270 
12 14 106 666 14 287 
12 14 183 647 14 842 
12 14 289 544 14 329 
12 14 174 1078 14 309 
12 14 224 551 14 309 
12 14 151 730 14 301 
13 14 241 744 14 331 
13 14 164 517 14 311 
13 14 157 443 14 308 
13 14 144 908 14 310 
13 14 161 852 14 305 
13 14 328 476 14 407 
13 14 115 1117 14 306 
13 14 23 3317 14 280 
13 14 341 361 14 343 
13 14 327 545 14 343 
1 15 66 596 15 208 
1 15 108 228 15 219 
1 15 43 521 15 202 
1 15 54 762 15 208 
1 15 86 386 15 211 
1 15 55 606 15 204 
1 15 60 620 15 204 
1 15 75 580 15 210 
1 15 33 1092 15 201 
1 15 85 522 15 212 
2 15 93 299 15 221 
2 15 92 643 15 221 
2 15 56 626 15 213 
2 15 117 241 15 249 
2 15 109 337 15 228 
2 15 58 598 15 213 
2 15 22 1179 15 199 
2 15 27 1467 15 202 
2 15 34 1078 15 206 
2 15 109 308 15 226 
3 15 138 501 15 237 
3 15 121 313 15 242 
3 15 25 1246 15 213 
3 15 111 280 15 233 
3 15 31 1823 15 215 
3 15 96 505 15 231 
3 15 41 1278 15 217 
3 15 45 1215 15 217 
3 15 59 1011 15 221 
3 15 55 581 15 220 
4 15 89 439 15 238 
4 15 44 1428 15 248 
4 15 142 343 15 246 
4 15 17 2566 15 215 
4 15 47 1699 15 225 
4 15 88 501 15 235 
4 15 94 453 15 239 
4 15 90 657 15 848 
4 15 147 260 15 247 
4 15 96 547 15 235 
5 15 189 426 15 267 
5 15 156 292 15 257 
5 15 122 768 15 252 
5 15 94 722 15 245 
5 15 131 517 15 262 
5 15 60 986 15 239 
5 15 25 2512 15 226 
5 15 46 832 15 233 
5 15 57 1465 15 235 
5 15 121 513 15 251 
6 15 86 844 15 253 
6 15 105 675 15 254 
6 15 188 381 15 269 
6 15 61 1102 15 245 
6 15 46 1346 15 242 
6 15 118 872 15 262 
6 15 138 495 15 267 
6 15 163 332 15 263 
6 15 69 759 15 288 
6 15 105 653 15 253 
7 15 90 1130 15 331 
7 15 119 503 15 264 
7 15 164 479 15 308 
7 15 56 1395 15 250 
7 15 117 915 15 266 
7 15 163 470 15 275 
7 15 221 203 15 286 
7 15 209 282 15 283 
7 15 152 917 15 273 
7 15 38 2711 15 248 
8 15 167 601 15 286 
8 15 46 2321 15 256 
8 15 123 790 15 275 
8 15 200 483 15 292 
8 15 148 403 15 283 
8 15 191 508 15 289 
8 15 169 444 15 284 
8 15 100 921 15 286 
8 15 29 2001 15 253 
8 15 203 410 15 292 
9 15 197 455 15 296 
9 15 173 471 15 295 
9 15 132 672 15 282 
9 15 93 910 15 274 
9 15 138 690 15 285 
9 15 41 2204 15 265 
9 15 53 2208 15 266 
9 15 189 433 15 293 
9 15 271 184 15 326 
9 15 227 533 15 302 
10 15 166 824 15 301 
10 15 129 1585 15 291 
10 15 143 545 15 296 
10 15 29 3513 15 266 
10 15 159 768 15 299 
10 15 46 2380 15 270 
10 15 143 755 15 298 
10 15 100 1209 15 285 
10 15 237 426 15 314 
10 15 158 772 15 314 
11 15 204 518 15 317 
11 15 292 385 15 329 
11 15 136 1008 15 303 
11 15 45 3070 15 277 
11 15 47 2742 15 277 
11 15 27 3529 15 268 
11 15 235 484 15 712 
11 15 68 1745 15 290 
11 15 51 2185 15 282 
11 15 235 809 15 323 
12 15 25 5306 15 300 
12 15 154 811 15 318 
12 15 267 731 15 334 
12 15 336 449 15 351 
12 15 59 3148 15 291 
12 15 100 1085 15 303 
12 15 87 1603 15 299 
12 15 26 3148 15 283 
12 15 152 1185 15 312 
12 15 16 6614 15 280 
13 15 252 756 15 946 
13 15 331 403 15 361 
13 15 142 889 15 321 
13 15 260 564 15 347 
13 15 359 436 15 362 
13 15 288 768 15 349 
13 15 74 2669 15 302 
13 15 341 681 15 358 
13 15 34 4598 15 291 
13 15 86 1717 15 306 
14 15 268 824 15 362 
14 15 325 763 15 387 
14 15 390 678 15 374 
14 15 183 1614 15 350 
14 15 90 2446 15 316 
14 15 158 1179 15 334 
14 15 43 3649 15 302 
14 15 140 928 15 348 
14 15 233 520 15 347 
14 15 370 528 15 414 
1 16 102 487 16 234 
1 16 105 340 16 226 
1 16 63 637 16 217 
1 16 53 905 16 215 
1 16 96 475 16 229 
1 16 67 821 16 219 
1 16 39 1349 16 210 
1 16 110 361 16 228 
1 16 23 1946 16 205 
1 16 95 529 16 227 
2 16 57 869 16 248 
2 16 145 238 16 245 
